pc11_state_id,pc11_district_id,year,nightlights_category,viirs_annual_mean,viirs_annual_sum,viirs_annual_num_cells,pc11_district_name,zone_indicator,num_sezs,mean_distance_to_chennai_km,coastal_district,mean_population_density_per_sq_km,current_districts_mapped,district_type,log_viirs_mean
33,605,2020,average-masked,1.1430838265978236,33724.57096771517,29503.14769835392,Vellore,1,1,141.43333333333334,0,529.3333333333334,Vellore; Ranipet; Tirupathur,SEZ district,0.7622458321976303
33,606,2020,average-masked,0.7158724590394525,21193.53165506138,29605.178111613008,Tiruvannamalai,1,1,161,0,399,Tiruvannamalai,SEZ district,0.5399216737344793
33,607,2020,average-masked,0.8422771158454767,28945.721347347902,34366.030849944465,Viluppuram,0,0,179.65,1,456,Viluppuram; Kallakurichi,Non-SEZ district,0.6110023694305687
33,608,2020,average-masked,1.3727876647351664,34495.85109785051,25128.322452187334,Salem,1,1,279.5,0,663,Salem,SEZ district,0.8640654937767427
33,609,2020,average-masked,1.131254518066129,18632.54148504512,16470.68912210605,Namakkal,0,0,308.5,0,506,Namakkal,Non-SEZ district,0.7567107819611691
33,610,2020,average-masked,0.7887959048084235,21734.700627490336,27554.276708331905,Erode,1,2,338.4,0,394,Erode,SEZ district,0.5815427146247386
33,611,2020,average-masked,0.3441330057336884,4216.585788336297,12252.77935589635,The Nilgiris,0,0,430.7,0,287,Nilgiris,Non-SEZ district,0.2957491998039533
33,612,2020,average-masked,0.6258819434196594,18393.20651008903,29387.66120906642,Dindigul,0,0,391.6,0,357,Dindigul,Non-SEZ district,0.48605040296674556
33,613,2020,average-masked,0.8736977094288576,11963.11656823378,13692.51222605832,Karur,0,0,335.6,0,371,Karur,Non-SEZ district,0.6279138631360499
33,614,2020,average-masked,1.2618028487763384,26340.916681069502,20875.61991686276,Tiruchirappalli,1,1,306.6,0,602,Tiruchirappalli,SEZ district,0.8161622159716446
33,615,2020,average-masked,0.7835954387026423,6465.674983503349,8251.292266591325,Perambalur,0,0,255,0,321,Perambalur,Non-SEZ district,0.5786312364134866
33,616,2020,average-masked,1.0491593493999796,9712.896746067414,9257.789821557875,Ariyalur,0,0,251.9,0,390,Ariyalur,Non-SEZ district,0.7174296355837764
33,617,2020,average-masked,1.48581377750337,25879.811089679297,17417.937214962054,Cuddalore,0,0,158.5,1,704,Cuddalore,Non-SEZ district,0.910600081796564
33,618,2020,average-masked,1.2946699196372875,15712.230859244708,12136.090150025742,Nagapattinam,0,0,245.95000000000002,1,694,Nagapattinam; Mayiladuthurai,Non-SEZ district,0.8305890073024711
33,619,2020,average-masked,0.898932697702027,9656.986178995146,10742.7243481983,Thiruvarur,0,0,266.7,1,533,Tiruvarur,Non-SEZ district,0.6412919902869004
33,620,2020,average-masked,1.2998451039023722,21236.47673964346,16337.697988697026,Thanjavur,0,0,283.5,0,691,Thanjavur,Non-SEZ district,0.8328417745378482
33,621,2020,average-masked,0.6958165012092481,15815.62814957922,22729.59626869081,Pudukkottai,0,0,340.2,0,348,Pudukkottai,Non-SEZ district,0.5281643364744887
33,622,2020,average-masked,0.4819024711793576,9637.319423583293,19998.485170656888,Sivaganga,0,0,409.1,0,324,Sivaganga,Non-SEZ district,0.39332671578758177
33,623,2020,average-masked,1.1736185063458855,20731.834963812595,17664.88416100569,Madurai,1,2,422.1,0,819,Madurai,SEZ district,0.7763932932389
33,624,2020,average-masked,0.448787965612851,5856.489405578105,13049.568736943878,Theni,0,0,457.5,0,433,Theni,Non-SEZ district,0.3707273211009189
33,625,2020,average-masked,0.7635623112774105,15656.8887034477,20505.05698382929,Virudhunagar,0,0,464.8,0,454,Virudhunagar,Non-SEZ district,0.5673358039384194
33,626,2020,average-masked,0.4708267650886585,9169.65274160253,19475.6403448641,Ramanathapuram,0,0,442,1,320,Ramanathapuram,Non-SEZ district,0.3858246679192325
33,627,2020,average-masked,0.8799509700417675,19604.60937059694,22279.20649904664,Thoothukkudi,1,1,533.8,1,378,Thoothukudi,SEZ district,0.6312456967367576
33,628,2020,average-masked,0.8599327168128599,27157.028204715123,31580.410506261836,Tirunelveli,1,3,559.25,0,435,Tirunelveli; Tenkasi,SEZ district,0.6205403133142968
33,629,2020,average-masked,1.2950396467070475,10435.367907164782,8057.952460142233,Kanniyakumari,0,0,630.5,1,1119,Kanniyakumari,Non-SEZ district,0.8307501186169085
33,630,2020,average-masked,0.6025313225173785,12800.486098471389,21244.51562947948,Dharmapuri,0,0,252.7,0,335,Dharmapuri,Non-SEZ district,0.47158445565435236
33,631,2020,average-masked,0.9469345977784812,23323.9884407507,24631.044736847754,Krishnagiri,1,3,231.7,0,370,Krishnagiri,SEZ district,0.6662561345461923
33,632,2020,average-masked,1.798121532852928,40322.680641671184,22424.89170222804,Coimbatore,1,4,427.4,0,748,Coimbatore,SEZ district,1.0289483109157618
33,633,2020,average-masked,1.1949284740764292,29396.33509274489,24600.916063587472,Tiruppur,0,0,386.8,0,478,Tiruppur,Non-SEZ district,0.7861494601540311
33,602,2012,average-masked,3.0339107964816985,51917.28253763414,17112.329933312634,Thiruvallur,1,4,39.8,1,1098,Tiruvallur,SEZ district,1.3947363263677683
33,603,2012,average-masked,23.61662557141002,20147.609928979007,853.1112909445219,Chennai,1,5,0,1,26553,Chennai,SEZ district,3.203422050900033
33,604,2012,average-masked,2.155015778682045,44412.39102341402,20608.847258916845,Kancheepuram,1,20,60.650000000000006,1,909.5,Kancheepuram; Chengalpattu,SEZ district,1.1489934971477214
33,605,2012,average-masked,0.768119842045633,22661.953149908597,29503.14769835392,Vellore,1,1,141.43333333333334,0,529.3333333333334,Vellore; Ranipet; Tirupathur,SEZ district,0.5699167458806849
33,606,2012,average-masked,0.4835890436613539,14316.739770418984,29605.178111613008,Tiruvannamalai,1,1,161,0,399,Tiruvannamalai,SEZ district,0.39446418163794794
33,607,2012,average-masked,0.626258251206271,21522.01038098698,34366.030849944465,Viluppuram,0,0,179.65,1,456,Viluppuram; Kallakurichi,Non-SEZ district,0.48628182459420977
33,608,2012,average-masked,1.024516812757693,25744.388828662548,25128.322452187334,Salem,1,1,279.5,0,663,Salem,SEZ district,0.7053310611025171
33,609,2012,average-masked,0.6828967710808759,11247.780418963128,16470.68912210605,Namakkal,0,0,308.5,0,506,Namakkal,Non-SEZ district,0.5205165770713598
33,610,2012,average-masked,0.4538100428447134,12504.40749356319,27554.276708331905,Erode,1,2,338.4,0,394,Erode,SEZ district,0.37418772604062633
33,611,2012,average-masked,0.3036900594498971,3721.047291018635,12252.77935589635,The Nilgiris,0,0,430.7,0,287,Nilgiris,Non-SEZ district,0.2651987507820928
33,612,2012,average-masked,0.348980644491849,10255.72494884811,29387.66120906642,Dindigul,0,0,391.6,0,357,Dindigul,Non-SEZ district,0.29934922908106054
33,613,2012,average-masked,0.4785297012982858,6552.273785558814,13692.51222605832,Karur,0,0,335.6,0,371,Karur,Non-SEZ district,0.3910481489136806
33,614,2012,average-masked,0.8060973427349385,16827.78174292763,20875.61991686276,Tiruchirappalli,1,1,306.6,0,602,Tiruchirappalli,SEZ district,0.5911683531740096
33,615,2012,average-masked,0.4083854734756495,3369.707899077864,8251.292266591325,Perambalur,0,0,255,0,321,Perambalur,Non-SEZ district,0.34244399404196846
33,616,2012,average-masked,0.5715569839784018,5291.354428715566,9257.789821557875,Ariyalur,0,0,251.9,0,390,Ariyalur,Non-SEZ district,0.45206683748156357
33,617,2012,average-masked,1.3171374943425278,22941.818179930586,17417.937214962054,Cuddalore,0,0,158.5,1,704,Cuddalore,Non-SEZ district,0.8403325852271604
33,618,2012,average-masked,0.6047467240904018,7339.26076149386,12136.090150025742,Nagapattinam,0,0,245.95000000000002,1,694,Nagapattinam; Mayiladuthurai,Non-SEZ district,0.4729659398245242
33,619,2012,average-masked,0.4788454811236884,5144.105009092177,10742.7243481983,Thiruvarur,0,0,266.7,1,533,Tiruvarur,Non-SEZ district,0.3912617030332118
33,620,2012,average-masked,0.6869499730798725,11223.181193522509,16337.697988697026,Thanjavur,0,0,283.5,0,691,Thanjavur,Non-SEZ district,0.5229221487553544
33,621,2012,average-masked,0.2906785538910762,6607.006173911047,22729.59626869081,Pudukkottai,0,0,340.2,0,348,Pudukkottai,Non-SEZ district,0.25516809084668707
33,622,2012,average-masked,0.2242536870746576,4484.734035427671,19998.485170656888,Sivaganga,0,0,409.1,0,324,Sivaganga,Non-SEZ district,0.20233142329651632
33,623,2012,average-masked,0.67437911584883,11912.82896207102,17664.88416100569,Madurai,1,2,422.1,0,819,Madurai,SEZ district,0.5154424194541136
33,624,2012,average-masked,0.2284251394121524,2980.849558004871,13049.568736943878,Theni,0,0,457.5,0,433,Theni,Non-SEZ district,0.20573297454294343
33,625,2012,average-masked,0.4057208709242968,8319.329577831555,20505.05698382929,Virudhunagar,0,0,464.8,0,454,Virudhunagar,Non-SEZ district,0.3405502465984937
33,626,2012,average-masked,0.1735545222738139,3380.0854560295056,19475.6403448641,Ramanathapuram,0,0,442,1,320,Ramanathapuram,Non-SEZ district,0.16003719647704231
33,627,2012,average-masked,0.4660193742305004,10382.541871037813,22279.20649904664,Thoothukkudi,1,1,533.8,1,378,Thoothukudi,SEZ district,0.3825508190868877
33,628,2012,average-masked,0.5010695893467826,15823.983323775436,31580.410506261836,Tirunelveli,1,3,559.25,0,435,Tirunelveli; Tenkasi,SEZ district,0.4061779135665029
33,629,2012,average-masked,0.7650257731206781,6164.541310589982,8057.952460142233,Kanniyakumari,0,0,630.5,1,1119,Kanniyakumari,Non-SEZ district,0.5681652926133088
33,630,2012,average-masked,0.2679487365119194,5692.441120726751,21244.51562947948,Dharmapuri,0,0,252.7,0,335,Dharmapuri,Non-SEZ district,0.23740042657941549
33,631,2012,average-masked,0.3804076195644836,9369.837095730558,24631.044736847754,Krishnagiri,1,3,231.7,0,370,Krishnagiri,SEZ district,0.3223788320500671
33,632,2012,average-masked,1.025680005437665,23000.763043080293,22424.89170222804,Coimbatore,1,4,427.4,0,748,Coimbatore,SEZ district,0.7059054493429732
33,633,2012,average-masked,0.6323067865974193,15555.32618351983,24600.916063587472,Tiruppur,0,0,386.8,0,478,Tiruppur,Non-SEZ district,0.48999422085922895
33,602,2015,average-masked,3.3327168070359847,57030.54957629599,17112.329933312634,Thiruvallur,1,4,39.8,1,1098,Tiruvallur,SEZ district,1.4661947833719484
33,603,2015,average-masked,24.809333701797573,21165.12270181396,853.1112909445219,Chennai,1,5,0,1,26553,Chennai,SEZ district,3.2507361978915847
33,604,2015,average-masked,2.519499711934183,51923.98473213657,20608.847258916845,Kancheepuram,1,20,60.650000000000006,1,909.5,Kancheepuram; Chengalpattu,SEZ district,1.25831885221754
33,605,2015,average-masked,1.0003131698486964,29512.38719465468,29503.14769835392,Vellore,1,1,141.43333333333334,0,529.3333333333334,Vellore; Ranipet; Tirupathur,SEZ district,0.6933037532261539
33,606,2015,average-masked,0.539803770677747,15980.986776235004,29605.178111613008,Tiruvannamalai,1,1,161,0,399,Tiruvannamalai,SEZ district,0.4316549866688846
33,607,2015,average-masked,0.6958275300368196,23912.830363486,34366.030849944465,Viluppuram,0,0,179.65,1,456,Viluppuram; Kallakurichi,Non-SEZ district,0.5281708400034381
33,608,2015,average-masked,1.30703641252382,32843.6324306487,25128.322452187334,Salem,1,1,279.5,0,663,Salem,SEZ district,0.8359637625624292
33,609,2015,average-masked,0.9350011406897494,15400.113117115405,16470.68912210605,Namakkal,0,0,308.5,0,506,Namakkal,Non-SEZ district,0.6601079159853178
33,610,2015,average-masked,0.6437170445656084,17737.157567830396,27554.276708331905,Erode,1,2,338.4,0,394,Erode,SEZ district,0.49696016780948493
33,611,2015,average-masked,0.3277186804577988,4015.46468245491,12252.77935589635,The Nilgiris,0,0,430.7,0,287,Nilgiris,Non-SEZ district,0.28346219160894504
33,612,2015,average-masked,0.5163297620186873,15173.724118363072,29387.66120906642,Dindigul,0,0,391.6,0,357,Dindigul,Non-SEZ district,0.41629278468639724
33,613,2015,average-masked,0.6844999517404158,9372.523957941972,13692.51222605832,Karur,0,0,335.6,0,371,Karur,Non-SEZ district,0.521468755215266
33,614,2015,average-masked,1.096261836455443,22885.145427205796,20875.61991686276,Tiruchirappalli,1,1,306.6,0,602,Tiruchirappalli,SEZ district,0.7401556806297126
33,615,2015,average-masked,0.5751942343650162,4746.095737803976,8251.292266591325,Perambalur,0,0,255,0,321,Perambalur,Non-SEZ district,0.4543785880802497
33,616,2015,average-masked,0.6737383637119052,6237.328165965134,9257.789821557875,Ariyalur,0,0,251.9,0,390,Ariyalur,Non-SEZ district,0.5150596657731815
33,617,2015,average-masked,1.4094077234606843,24548.975237520805,17417.937214962054,Cuddalore,0,0,158.5,1,704,Cuddalore,Non-SEZ district,0.8793809593990113
33,618,2015,average-masked,0.8237807385798108,9997.477307259373,12136.090150025742,Nagapattinam,0,0,245.95000000000002,1,694,Nagapattinam; Mayiladuthurai,Non-SEZ district,0.6009116753144994
33,619,2015,average-masked,0.7832505183847462,8414.244414590752,10742.7243481983,Thiruvarur,0,0,266.7,1,533,Tiruvarur,Non-SEZ district,0.5784378328725874
33,620,2015,average-masked,0.8639044910812737,14114.210666364852,16337.697988697026,Thanjavur,0,0,283.5,0,691,Thanjavur,Non-SEZ district,0.6226734762603491
33,621,2015,average-masked,0.4531622514399372,10300.195019440724,22729.59626869081,Pudukkottai,0,0,340.2,0,348,Pudukkottai,Non-SEZ district,0.3737420448645295
33,622,2015,average-masked,0.3524301841682666,7048.069811780957,19998.485170656888,Sivaganga,0,0,409.1,0,324,Sivaganga,Non-SEZ district,0.30190311056752994
33,623,2015,average-masked,0.9784694458325328,17284.549415715122,17664.88416100569,Madurai,1,2,422.1,0,819,Madurai,SEZ district,0.6823235386270694
33,624,2015,average-masked,0.3389009575837644,4422.511341005435,13049.568736943878,Theni,0,0,457.5,0,433,Theni,Non-SEZ district,0.2918490965227966
33,625,2015,average-masked,0.6530916186023504,13391.6808551025,20505.05698382929,Virudhunagar,0,0,464.8,0,454,Virudhunagar,Non-SEZ district,0.5026472429546971
33,626,2015,average-masked,0.2921705251320138,5690.208066841179,19475.6403448641,Ramanathapuram,0,0,442,1,320,Ramanathapuram,Non-SEZ district,0.2563233820473995
33,627,2015,average-masked,0.7456048185903673,16611.483720059,22279.20649904664,Thoothukkudi,1,1,533.8,1,378,Thoothukudi,SEZ district,0.5571010965135555
33,628,2015,average-masked,0.8107574533388462,25604.053197452187,31580.410506261836,Tirunelveli,1,3,559.25,0,435,Tirunelveli; Tenkasi,SEZ district,0.5937452402460012
33,629,2015,average-masked,1.0023501810151745,8076.890107035236,8057.952460142233,Kanniyakumari,0,0,630.5,1,1119,Kanniyakumari,Non-SEZ district,0.6943215811890756
33,630,2015,average-masked,0.2916099484152383,6195.112106819233,21244.51562947948,Dharmapuri,0,0,252.7,0,335,Dharmapuri,Non-SEZ district,0.25588946226875703
33,631,2015,average-masked,0.5007949742233544,12335.10341408396,24631.044736847754,Krishnagiri,1,3,231.7,0,370,Krishnagiri,SEZ district,0.4059949505324427
33,632,2015,average-masked,1.3661138534920605,30634.955217472874,22424.89170222804,Coimbatore,1,4,427.4,0,748,Coimbatore,SEZ district,0.8612488850628711
33,633,2015,average-masked,0.9180805988266691,22585.623751343013,24600.916063587472,Tiruppur,0,0,386.8,0,478,Tiruppur,Non-SEZ district,0.6513249979071492
33,602,2021,average-masked,4.416092596975115,75569.63353549757,17112.329933312634,Thiruvallur,1,4,39.8,1,1098,Tiruvallur,SEZ district,1.6893746323942356
33,603,2021,average-masked,28.569436832545687,24372.909137771025,853.1112909445219,Chennai,1,5,0,1,26553,Chennai,SEZ district,3.3867412884529147
33,604,2021,average-masked,3.1311785324844283,64529.98011637098,20608.847258916845,Kancheepuram,1,20,60.650000000000006,1,909.5,Kancheepuram; Chengalpattu,SEZ district,1.4185627252208861
33,605,2021,average-masked,1.199306162153267,35383.30683755383,29503.14769835392,Vellore,1,1,141.43333333333334,0,529.3333333333334,Vellore; Ranipet; Tirupathur,SEZ district,0.7881419297818503
33,606,2021,average-masked,0.7575786307937052,22428.250298199557,29605.178111613008,Tiruvannamalai,1,1,161,0,399,Tiruvannamalai,SEZ district,0.5639370838405386
33,607,2021,average-masked,0.9032830680647655,31042.253783346223,34366.030849944465,Viluppuram,0,0,179.65,1,456,Viluppuram; Kallakurichi,Non-SEZ district,0.6435803255782808
33,608,2021,average-masked,1.5177007809293122,38137.27460912829,25128.322452187334,Salem,1,1,279.5,0,663,Salem,SEZ district,0.9233460965234651
33,609,2021,average-masked,1.2199222582984903,20092.960269571995,16470.68912210605,Namakkal,0,0,308.5,0,506,Namakkal,Non-SEZ district,0.7974721764865523
33,610,2021,average-masked,0.8191196993772876,22570.250853887428,27554.276708331905,Erode,1,2,338.4,0,394,Erode,SEZ district,0.598352702416166
33,611,2021,average-masked,0.3493885581508034,4280.980912496556,12252.77935589635,The Nilgiris,0,0,430.7,0,287,Nilgiris,Non-SEZ district,0.29965156996285103
33,612,2021,average-masked,0.6862153956885195,20166.26556493967,29387.66120906642,Dindigul,0,0,391.6,0,357,Dindigul,Non-SEZ district,0.5224866068695242
33,613,2021,average-masked,0.9707443981293072,13291.929539763163,13692.51222605832,Karur,0,0,335.6,0,371,Karur,Non-SEZ district,0.6784113384468292
33,614,2021,average-masked,1.3321679890862408,27809.832605575742,20875.61991686276,Tiruchirappalli,1,1,306.6,0,602,Tiruchirappalli,SEZ district,0.846798302380124
33,615,2021,average-masked,0.8876281632229305,7324.079398810029,8251.292266591325,Perambalur,0,0,255,0,321,Perambalur,Non-SEZ district,0.6353211008811323
33,616,2021,average-masked,1.126005399209281,10424.321323818896,9257.789821557875,Ariyalur,0,0,251.9,0,390,Ariyalur,Non-SEZ district,0.7542448195257887
33,617,2021,average-masked,1.497152555495761,26077.30921284516,17417.937214962054,Cuddalore,0,0,158.5,1,704,Cuddalore,Non-SEZ district,0.9151511049443012
33,618,2021,average-masked,1.217203118857043,14772.08678134157,12136.090150025742,Nagapattinam,0,0,245.95000000000002,1,694,Nagapattinam; Mayiladuthurai,Non-SEZ district,0.7962465452272548
33,619,2021,average-masked,1.026183554204305,11024.007053471256,10742.7243481983,Thiruvarur,0,0,266.7,1,533,Tiruvarur,Non-SEZ district,0.70615400103373
33,620,2021,average-masked,1.3152605883253174,21488.330268495007,16337.697988697026,Thanjavur,0,0,283.5,0,691,Thanjavur,Non-SEZ district,0.8395222463545412
33,621,2021,average-masked,0.7425690917649711,16878.29565742621,22729.59626869081,Pudukkottai,0,0,340.2,0,348,Pudukkottai,Non-SEZ district,0.555360513807624
33,622,2021,average-masked,0.5605288648384701,11209.728191197282,19998.485170656888,Sivaganga,0,0,409.1,0,324,Sivaganga,Non-SEZ district,0.44502477973062876
33,623,2021,average-masked,1.3029749914884707,23016.90228933121,17664.88416100569,Madurai,1,2,422.1,0,819,Madurai,SEZ district,0.8342017616777513
33,624,2021,average-masked,0.5027362658906557,6560.491458294605,13049.568736943878,Theni,0,0,457.5,0,433,Theni,Non-SEZ district,0.4072876235778897
33,625,2021,average-masked,0.86626170863498,17762.74569846959,20505.05698382929,Virudhunagar,0,0,464.8,0,454,Virudhunagar,Non-SEZ district,0.6239373437350277
33,626,2021,average-masked,0.5159079035452863,10047.636780520834,19475.6403448641,Ramanathapuram,0,0,442,1,320,Ramanathapuram,Non-SEZ district,0.4160145357345333
33,627,2021,average-masked,0.9751318833655216,21725.16459330472,22279.20649904664,Thoothukkudi,1,1,533.8,1,378,Thoothukudi,SEZ district,0.6806351725112474
33,628,2021,average-masked,0.9109271700699868,28767.45397211757,31580.410506261836,Tirunelveli,1,3,559.25,0,435,Tirunelveli; Tenkasi,SEZ district,0.647588553631838
33,629,2021,average-masked,1.418466875469429,11429.93864881915,8057.952460142233,Kanniyakumari,0,0,630.5,1,1119,Kanniyakumari,Non-SEZ district,0.883133816875106
33,630,2021,average-masked,0.6463181506907818,13730.716053966586,21244.51562947948,Dharmapuri,0,0,252.7,0,335,Dharmapuri,Non-SEZ district,0.4985413707527633
33,631,2021,average-masked,1.0724262551417736,26414.97906736713,24631.044736847754,Krishnagiri,1,3,231.7,0,370,Krishnagiri,SEZ district,0.7287200248329714
33,632,2021,average-masked,1.9306994271667757,43295.72556376865,22424.89170222804,Coimbatore,1,4,427.4,0,748,Coimbatore,SEZ district,1.0752411068853274
33,633,2021,average-masked,1.340168897569478,32969.38256013729,24600.916063587472,Tiruppur,0,0,386.8,0,478,Tiruppur,Non-SEZ district,0.8502231052133661
33,602,2016,average-masked,3.424007716282492,58592.74973523432,17112.329933312634,Thiruvallur,1,4,39.8,1,1098,Tiruvallur,SEZ district,1.4870460084053327
33,603,2016,average-masked,25.236086417378296,21529.190261917112,853.1112909445219,Chennai,1,5,0,1,26553,Chennai,SEZ district,3.2671358072733847
33,604,2016,average-masked,2.539122500024257,52328.387774679,20608.847258916845,Kancheepuram,1,20,60.650000000000006,1,909.5,Kancheepuram; Chengalpattu,SEZ district,1.2638788150689435
33,605,2016,average-masked,0.9625016304073616,28396.82776181485,29503.14769835392,Vellore,1,1,141.43333333333334,0,529.3333333333334,Vellore; Ranipet; Tirupathur,SEZ district,0.6742200014549026
33,606,2016,average-masked,0.4881090374659785,14450.554992068282,29605.178111613008,Tiruvannamalai,1,1,161,0,399,Tiruvannamalai,SEZ district,0.39750621159312943
33,607,2016,average-masked,0.6321262897307525,21723.671573947973,34366.030849944465,Viluppuram,0,0,179.65,1,456,Viluppuram; Kallakurichi,Non-SEZ district,0.4898836369614247
33,608,2016,average-masked,1.304238377327356,32773.32249999938,25128.322452187334,Salem,1,1,279.5,0,663,Salem,SEZ district,0.8347501998634467
33,609,2016,average-masked,0.8881482349862985,14628.413472806516,16470.68912210605,Namakkal,0,0,308.5,0,506,Namakkal,Non-SEZ district,0.6355965789348134
33,610,2016,average-masked,0.6143562731350185,16928.142747461836,27554.276708331905,Erode,1,2,338.4,0,394,Erode,SEZ district,0.478936284729463
33,611,2016,average-masked,0.3177228196338574,3892.9876053069074,12252.77935589635,The Nilgiris,0,0,430.7,0,287,Nilgiris,Non-SEZ district,0.27590511019543895
33,612,2016,average-masked,0.4660236731164659,13695.345820951416,29387.66120906642,Dindigul,0,0,391.6,0,357,Dindigul,Non-SEZ district,0.38255375143535336
33,613,2016,average-masked,0.6331225973810106,8669.038905233287,13692.51222605832,Karur,0,0,335.6,0,371,Karur,Non-SEZ district,0.4904938861127893
33,614,2016,average-masked,1.0082487465123449,21047.81761384502,20875.61991686276,Tiruchirappalli,1,1,306.6,0,602,Tiruchirappalli,SEZ district,0.6972630719024602
33,615,2016,average-masked,0.5155289045063312,4253.779662957388,8251.292266591325,Perambalur,0,0,255,0,321,Perambalur,Non-SEZ district,0.41576448992132475
33,616,2016,average-masked,0.6000652809403463,5555.278250159805,9257.789821557875,Ariyalur,0,0,251.9,0,390,Ariyalur,Non-SEZ district,0.47004442900113064
33,617,2016,average-masked,1.3454473504941744,23434.91747694457,17417.937214962054,Cuddalore,0,0,158.5,1,704,Cuddalore,Non-SEZ district,0.8524761515057332
33,618,2016,average-masked,0.672538357744306,8161.986138935162,12136.090150025742,Nagapattinam,0,0,245.95000000000002,1,694,Nagapattinam; Mayiladuthurai,Non-SEZ district,0.5143424471335244
33,619,2016,average-masked,0.5557919486721865,5970.719699533277,10742.7243481983,Thiruvarur,0,0,266.7,1,533,Tiruvarur,Non-SEZ district,0.44198470773677234
33,620,2016,average-masked,0.7786133347232759,12720.749512681148,16337.697988697026,Thanjavur,0,0,283.5,0,691,Thanjavur,Non-SEZ district,0.5758340352696327
33,621,2016,average-masked,0.3743084708073633,8507.88042140241,22729.59626869081,Pudukkottai,0,0,340.2,0,348,Pudukkottai,Non-SEZ district,0.3179506742847431
33,622,2016,average-masked,0.2937687784404098,5874.930559242524,19998.485170656888,Sivaganga,0,0,409.1,0,324,Sivaganga,Non-SEZ district,0.257559492662753
33,623,2016,average-masked,0.8568687474904023,15136.487165603994,17664.88416100569,Madurai,1,2,422.1,0,819,Madurai,SEZ district,0.6188916000074718
33,624,2016,average-masked,0.328086302926128,4281.384761684299,13049.568736943878,Theni,0,0,457.5,0,433,Theni,Non-SEZ district,0.2837390360858379
33,625,2016,average-masked,0.5751804195754062,11794.107279376543,20505.05698382929,Virudhunagar,0,0,464.8,0,454,Virudhunagar,Non-SEZ district,0.4543698178283733
33,626,2016,average-masked,0.2655241918977967,5171.253664262168,19475.6403448641,Ramanathapuram,0,0,442,1,320,Ramanathapuram,Non-SEZ district,0.2354864172942845
33,627,2016,average-masked,0.7360375738208648,16398.33309821233,22279.20649904664,Thoothukkudi,1,1,533.8,1,378,Thoothukudi,SEZ district,0.5516052599099606
33,628,2016,average-masked,0.7964890076769273,25153.449826162498,31580.410506261836,Tirunelveli,1,3,559.25,0,435,Tirunelveli; Tenkasi,SEZ district,0.585834208809008
33,629,2016,average-masked,1.099190777388637,8857.227028824418,8057.952460142233,Kanniyakumari,0,0,630.5,1,1119,Kanniyakumari,Non-SEZ district,0.7415519263646115
33,630,2016,average-masked,0.2803490494784986,5955.879763355679,21244.51562947948,Dharmapuri,0,0,252.7,0,335,Dharmapuri,Non-SEZ district,0.24713273566210525
33,631,2016,average-masked,0.5145713076935466,12674.428900098,24631.044736847754,Krishnagiri,1,3,231.7,0,370,Krishnagiri,SEZ district,0.41513243370034
33,632,2016,average-masked,1.4380567074837791,32248.265926986376,22424.89170222804,Coimbatore,1,4,427.4,0,748,Coimbatore,SEZ district,0.8912012906260551
33,633,2016,average-masked,0.8743085887347257,21508.792205136608,24600.916063587472,Tiruppur,0,0,386.8,0,478,Tiruppur,Non-SEZ district,0.6282398387415749
33,602,2017,average-masked,3.631436555566776,62142.34047075107,17112.329933312634,Thiruvallur,1,4,39.8,1,1098,Tiruvallur,SEZ district,1.532867091154723
33,603,2017,average-masked,26.65264640747812,22737.67358377153,853.1112909445219,Chennai,1,5,0,1,26553,Chennai,SEZ district,3.319721434327878
33,604,2017,average-masked,2.713332329160158,55918.65153434278,20608.847258916845,Kancheepuram,1,20,60.650000000000006,1,909.5,Kancheepuram; Chengalpattu,SEZ district,1.311929675407336
33,605,2017,average-masked,1.0561363782584183,31159.347557362697,29503.14769835392,Vellore,1,1,141.43333333333334,0,529.3333333333334,Vellore; Ranipet; Tirupathur,SEZ district,0.7208286772308117
33,606,2017,average-masked,0.5760296962252567,17053.461754327058,29605.178111613008,Tiruvannamalai,1,1,161,0,399,Tiruvannamalai,SEZ district,0.45490883404068766
33,607,2017,average-masked,0.7641331763333347,26260.22431133743,34366.030849944465,Viluppuram,0,0,179.65,1,456,Viluppuram; Kallakurichi,Non-SEZ district,0.5676594515224652
33,608,2017,average-masked,1.3537724357496042,34018.03029239912,25128.322452187334,Salem,1,1,279.5,0,663,Salem,SEZ district,0.856019332860782
33,609,2017,average-masked,0.9832976815222192,16195.590426840114,16470.68912210605,Namakkal,0,0,308.5,0,506,Namakkal,Non-SEZ district,0.6847609550247811
33,610,2017,average-masked,0.6789608435549364,18708.27495743517,27554.276708331905,Erode,1,2,338.4,0,394,Erode,SEZ district,0.5181750565339623
33,611,2017,average-masked,0.3444404976776873,4220.353419279832,12252.77935589635,The Nilgiris,0,0,430.7,0,287,Nilgiris,Non-SEZ district,0.29597793965052954
33,612,2017,average-masked,0.4862200108707444,14288.868952538029,29387.66120906642,Dindigul,0,0,391.6,0,357,Dindigul,Non-SEZ district,0.39623599110405505
33,613,2017,average-masked,0.7166847133868726,9813.214200278857,13692.51222605832,Karur,0,0,335.6,0,371,Karur,Non-SEZ district,0.5403949386048247
33,614,2017,average-masked,1.0367518300444396,21642.83715211962,20875.61991686276,Tiruchirappalli,1,1,306.6,0,602,Tiruchirappalli,SEZ district,0.7113562987202712
